# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
40.76           	p               	-7.94022556e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.76           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34037993e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863711e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.77           	p               	-7.94022556e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.77           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34037993e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420532e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.78           	p               	-7.94022559e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.78           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34038188e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420541e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.79           	p               	-7.94022560e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.79           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038277e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863712e-01 8.24420544e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.8            	p               	-7.94022560e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.8            	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038277e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863712e-01 8.24420544e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.81           	p               	-7.94022560e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.81           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34038277e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863712e-01 8.24420544e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.82           	p               	-7.94022560e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.82           	U               	(-1.18957464e-01 -4.84413811e-01 -9.34038277e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863712e-01 8.24420544e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.83           	p               	-7.94022560e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.83           	U               	(-1.18957464e-01 -4.84413811e-01 -9.34038277e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420544e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.84           	p               	-7.94022559e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.84           	U               	(-1.18957464e-01 -4.84413810e-01 -9.34037835e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420551e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.85           	p               	-7.94022559e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.85           	U               	(-1.18957465e-01 -4.84413809e-01 -9.34037835e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420551e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.86           	p               	-7.94022564e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.86           	U               	(-1.18957465e-01 -4.84413809e-01 -9.34037972e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420559e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.87           	p               	-7.94022566e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.87           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038001e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420570e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.88           	p               	-7.94022566e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.88           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34038001e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863712e-01 8.24420570e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.89           	p               	-7.94022566e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.89           	U               	(-1.18957466e-01 -4.84413811e-01 -9.34038001e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165166e-02 1.83863712e-01 8.24420570e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.9            	p               	-7.94022566e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.9            	U               	(-1.18957466e-01 -4.84413811e-01 -9.34038001e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863712e-01 8.24420570e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.91           	p               	-7.94022566e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.91           	U               	(-1.18957466e-01 -4.84413811e-01 -9.34038001e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165163e-02 1.83863712e-01 8.24420570e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.92           	p               	-7.94022565e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.92           	U               	(-1.18957466e-01 -4.84413811e-01 -9.34037690e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165166e-02 1.83863711e-01 8.24420575e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.93           	p               	-7.94022565e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.93           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037691e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420575e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.94           	p               	-7.94022569e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.94           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037926e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420582e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.95           	p               	-7.94022569e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.95           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037926e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863712e-01 8.24420582e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.96           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459618e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.96           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037814e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863712e-01 8.24420582e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.97           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.97           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863712e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.98           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.98           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
40.99           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
40.99           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165171e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41              	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41              	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.01           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.01           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.02           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.02           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165174e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.03           	p               	-7.94022568e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.03           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037714e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863711e-01 8.24420586e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.04           	p               	-7.94022572e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.04           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037746e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863711e-01 8.24420599e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.05           	p               	-7.94022572e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.05           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037746e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165175e-02 1.83863711e-01 8.24420599e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.06           	p               	-7.94022574e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.06           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34037613e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863712e-01 8.24420608e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.07           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.07           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.08           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.08           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.09           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.09           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165169e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.1            	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.1            	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.11           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.11           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.12           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.12           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.13           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.13           	U               	(-1.18957464e-01 -4.84413810e-01 -9.34037572e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863711e-01 8.24420616e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.14           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.14           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34037444e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863711e-01 8.24420609e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.15           	p               	-7.94022576e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.15           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34037444e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165162e-02 1.83863712e-01 8.24420609e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.16           	p               	-7.94022572e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.16           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037204e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165164e-02 1.83863712e-01 8.24420612e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.17           	p               	-7.94022573e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.17           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037243e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165168e-02 1.83863711e-01 8.24420613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.18           	p               	-7.94022573e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.18           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34037243e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165172e-02 1.83863711e-01 8.24420613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.19           	p               	-7.94022573e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.19           	U               	(-1.18957466e-01 -4.84413810e-01 -9.34037243e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165176e-02 1.83863711e-01 8.24420613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.2            	p               	-7.94022573e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.2            	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037243e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165179e-02 1.83863711e-01 8.24420613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.21           	p               	-7.94022573e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459617e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.21           	U               	(-1.18957466e-01 -4.84413809e-01 -9.34037243e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165183e-02 1.83863711e-01 8.24420613e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.22           	p               	-7.94022581e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.22           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037485e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165182e-02 1.83863711e-01 8.24420639e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.23           	p               	-7.94022581e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.23           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037484e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165181e-02 1.83863712e-01 8.24420639e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.24           	p               	-7.94022584e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.24           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037234e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165177e-02 1.83863712e-01 8.24420652e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.25           	p               	-7.94022587e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.25           	U               	(-1.18957465e-01 -4.84413810e-01 -9.34037223e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165173e-02 1.83863712e-01 8.24420664e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.26           	p               	-7.94022587e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.26           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34037223e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165170e-02 1.83863711e-01 8.24420664e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
41.27           	p               	-7.94022587e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38459616e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
41.27           	U               	(-1.18957465e-01 -4.84413811e-01 -9.34037223e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50165167e-02 1.83863711e-01 8.24420664e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
